"paper_method","project","dataset","seed","epochs","runtime_mins","run_id","raw_method","ppo_used"
"StablePrompt-RAE","GFB_QA","MORAL_DISPUTES","42.0","30.0","6.18","e6jho9uh","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","MORAL_SCENARIOS","42.0","30.0","9.8","fqd9t1o8","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","NUTRITION","42.0","30.0","5.68","rkuoe0t0","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PHILOSOPHY","42.0","30.0","5.5","doe15pfm","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PREHISTORY","42.0","30.0","5.95","wfxt4htr","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_ACCOUNTING","42.0","30.0","6.07","n7cxokpv","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_LAW","42.0","30.0","21.12","02be9idn","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_MEDICINE","42.0","30.0","7.17","fvh5ydb0","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","7.85","2jwqsxb8","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","PUBLIC_RELATIONS","42.0","30.0","4.35","h5m0wflx","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","SECURITY_STUDIES","42.0","30.0","6.77","0k50hime","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","SOCIOLOGY","42.0","30.0","5.1","yqoya5eb","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","US_FOREIGN_POLICY","42.0","30.0","4.55","3wbx3fva","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","VIROLOGY","42.0","30.0","4.95","xjsro70q","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","WORLD_RELIGIONS","42.0","30.0","4.42","odp4k245","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","ABSTRACT_ALGEBRA","42.0","30.0","2.43","4cumdblz","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ANATOMY","42.0","30.0","2.62","3z3v5bbz","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ASTRONOMY","42.0","30.0","2.7","s52hrvwn","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","BUSINESS_ETHICS","42.0","30.0","2.62","7ewzj49u","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","CLINICAL_KNOWLEDGE","42.0","30.0","2.97","lbta79z1","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_BIOLOGY","42.0","30.0","2.67","prnl0ks6","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_CHEMISTRY","42.0","30.0","2.5","wqeu1d4t","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","2.7","h66c9ykf","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MATHEMATICS","42.0","30.0","2.47","pcx4lroi","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MEDICINE","42.0","30.0","2.97","o5q62s4c","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_PHYSICS","42.0","30.0","2.57","xqnwi320","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COMPUTER_SECURITY","42.0","30.0","2.63","ifkvdk72","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","CONCEPTUAL_PHYSICS","42.0","30.0","2.72","ol2362pg","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ECONOMETRICS","42.0","30.0","2.77","e5uj81x8","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ELECTRICAL_ENGINEERING","42.0","30.0","2.53","3od5x7ru","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ELEMENTARY_MATHEMATICS","42.0","30.0","3.25","nwpj1qr8","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","FORMAL_LOGIC","42.0","30.0","2.85","hojyspqu","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","GLOBAL_FACTS","42.0","30.0","2.27","wfamxv8t","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_BIOLOGY","42.0","30.0","3.08","xu75aubo","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","2.95","8osr4k3g","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","2.82","yteqgrnm","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","4.03","l4x8a9ly","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","2.87","9leqsd0o","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","2.78","4m8402pd","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","3.3","jfk2bc95","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","2.78","djvobl20","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","2.88","cm0o2dmo","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PHYSICS","42.0","30.0","2.67","hg1js7cx","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","3.77","kfyl3spu","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_STATISTICS","42.0","30.0","3.2","my0xsjq4","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_US_HISTORY","42.0","30.0","4.03","raclwvfl","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","4.23","zhelgklr","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_AGING","42.0","30.0","2.77","27m3q55m","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_SEXUALITY","42.0","30.0","2.58","lifem683","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","INTERNATIONAL_LAW","42.0","30.0","2.75","8wbroe8g","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","JURISPRUDENCE","42.0","30.0","2.68","2w2g38ng","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","LOGICAL_FALLACIES","42.0","30.0","2.78","grmj7js5","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MACHINE_LEARNING","42.0","30.0","2.72","z1ire4ty","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MANAGEMENT","42.0","30.0","2.4","ig31xi2o","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MARKETING","42.0","30.0","2.78","fk0ep4ps","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MEDICAL_GENETICS","42.0","30.0","2.55","ifbq8ipn","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MISCELLANEOUS","42.0","30.0","3.78","zqxg5r5b","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MORAL_DISPUTES","42.0","30.0","3.2","4yngdo97","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MORAL_SCENARIOS","42.0","30.0","6.28","jx3fnfmt","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","NUTRITION","42.0","30.0","3.37","uuas2h4z","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PHILOSOPHY","42.0","30.0","2.9","70ldwvn4","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PREHISTORY","42.0","30.0","6.62","awb0ncsp","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_ACCOUNTING","42.0","30.0","3.35","kyf7x3w1","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_LAW","42.0","30.0","10","z9p51fgg","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_MEDICINE","42.0","30.0","3.6","2vg0uwv3","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","4.02","ntg66huc","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PUBLIC_RELATIONS","42.0","30.0","2.55","g9r9hl2l","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","SECURITY_STUDIES","42.0","30.0","3.42","06v0qgdz","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","SOCIOLOGY","42.0","30.0","2.82","x8vog3vl","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","US_FOREIGN_POLICY","42.0","30.0","2.62","uuiouyig","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","VIROLOGY","42.0","30.0","2.72","5ckjflzo","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","WORLD_RELIGIONS","42.0","30.0","2.57","7ergfgmt","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ABSTRACT_ALGEBRA","42.0","30.0","4.1","wzpg5dqm","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ANATOMY","42.0","30.0","4.38","xak3hkdf","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ASTRONOMY","42.0","30.0","4.38","e4bh0d1k","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","BUSINESS_ETHICS","42.0","30.0","4.48","uq14l3v3","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","CLINICAL_KNOWLEDGE","42.0","30.0","4.68","eqaql33y","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_BIOLOGY","42.0","30.0","4.47","t3rqjjam","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_CHEMISTRY","42.0","30.0","4.33","pgruja29","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","4.53","kl1pxtyp","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MATHEMATICS","42.0","30.0","4.1","p2fe8jrj","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MEDICINE","42.0","30.0","4.83","19a79vzc","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_PHYSICS","42.0","30.0","4.37","apihzcat","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","COMPUTER_SECURITY","42.0","30.0","4.47","lk3ws1yk","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","CONCEPTUAL_PHYSICS","42.0","30.0","4.6","9u9vpfru","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ECONOMETRICS","42.0","30.0","4.58","u5jsbxgv","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ELECTRICAL_ENGINEERING","42.0","30.0","4.17","llek5g3n","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","ELEMENTARY_MATHEMATICS","42.0","30.0","5.22","fbywlvh0","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","FORMAL_LOGIC","42.0","30.0","4.87","1wgg4tfl","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","GLOBAL_FACTS","42.0","30.0","3.78","rk5chv5d","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_BIOLOGY","42.0","30.0","4.87","vqaaugu5","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","4.75","6w1rrbw7","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","4.57","rs1qx9t5","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","6.18","pp436vyo","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","4.28","2xdmudfo","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","4.53","dbmawt30","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","4.98","wzu2lfcf","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","4.38","04m7hr6i","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","4.63","5ghndbna","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PHYSICS","42.0","30.0","4.57","jyb5otpz","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","5.45","lk916cun","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_STATISTICS","42.0","30.0","4.98","avqb5808","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_US_HISTORY","42.0","30.0","5.92","xs0s75n3","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","6.53","si1vokbf","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_AGING","42.0","30.0","4.52","xpei6wiy","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_SEXUALITY","42.0","30.0","4.32","5sxnhs63","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","INTERNATIONAL_LAW","42.0","30.0","4.65","1udx20nl","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","JURISPRUDENCE","42.0","30.0","4.35","8fmndmr9","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","LOGICAL_FALLACIES","42.0","30.0","4.58","8apg1rni","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MACHINE_LEARNING","42.0","30.0","4.7","dwh50px2","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MANAGEMENT","42.0","30.0","4.02","zwtskuw5","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MARKETING","42.0","30.0","4.47","lxbcv9cx","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MEDICAL_GENETICS","42.0","30.0","4.28","skpxcua3","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MISCELLANEOUS","42.0","30.0","5.43","b77v1trh","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MORAL_DISPUTES","42.0","30.0","4.93","otmqvmjy","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","MORAL_SCENARIOS","42.0","30.0","6.47","q1iu7zyc","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","NUTRITION","42.0","30.0","4.78","r6posx0g","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PHILOSOPHY","42.0","30.0","4.78","lwn4g2a4","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PREHISTORY","42.0","30.0","5.12","uovf4si3","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_ACCOUNTING","42.0","30.0","5.08","b6r5u812","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_LAW","42.0","30.0","12","5mlqjfeb","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_MEDICINE","42.0","30.0","5.78","z0ulo9mz","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","5.75","a046d94p","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","PUBLIC_RELATIONS","42.0","30.0","4.25","dyc8pjw5","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","SECURITY_STUDIES","42.0","30.0","5.27","m0bihpcb","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","SOCIOLOGY","42.0","30.0","4.62","msgdq13r","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","US_FOREIGN_POLICY","42.0","30.0","4.3","hrpvaflk","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","VIROLOGY","42.0","30.0","4.53","9vi9sulb","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_QA","WORLD_RELIGIONS","42.0","30.0","4.4","chrsmjg2","StablePrompt-PPO(cs=0.05)","True"
"StablePrompt-RAE","GFB_TC","SST2","42.0","100.0","32.72","r6d8qcje","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SST2","42.0","100.0","32.2","jbugnzc8","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","MRPC","42.0","100.0","31.5","giznmfah","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","RTE","42.0","100.0","38.28","q9bi1p48","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","MNLI","42.0","100.0","95.07","3srihmlk","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","QNLI","42.0","100.0","51.05","ow70ta82","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SNLI","42.0","100.0","89.38","0ed07hsf","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SST2","42.0","100.0","31.83","8cp0i36r","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SST2","42.0","100.0","31.75","yfxn6rcx","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MRPC","42.0","100.0","31.1","cu3s286o","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","RTE","42.0","100.0","37.88","06jr9z5i","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MNLI","42.0","100.0","92.13","jsopwo9k","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","QNLI","42.0","100.0","51.8","n72iimyi","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SNLI","42.0","100.0","85.93","wjq0ywiq","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SST2","3.0","100.0","31.9","92emydsq","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MRPC","3.0","100.0","31.03","0rp5kbqm","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","RTE","3.0","100.0","37.17","khg3bqk8","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MNLI","3.0","100.0","91.73","pmniwyrq","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","QNLI","3.0","100.0","56.98","oo5rdcty","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SNLI","3.0","100.0","91.62","uwujmxiz","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SST2","666.0","100.0","30.58","gb5a03z7","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MRPC","666.0","100.0","31.22","lu7cmpoj","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","RTE","666.0","100.0","36.3","jl4j4rxk","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MNLI","666.0","100.0","98.93","o1f96h39","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","QNLI","666.0","100.0","54.78","6p2l2nxh","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SNLI","666.0","100.0","93.32","xy9dlzm1","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SST2","666.0","100.0","31.03","ik1s0zys","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","MRPC","666.0","100.0","31.35","5r8t3kpx","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","RTE","666.0","100.0","36.7","igkngxjy","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","MNLI","666.0","100.0","98.73","3hip65ye","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","QNLI","666.0","100.0","54.63","v6c2ly9b","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SNLI","666.0","100.0","93","6nhg85b5","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SST2","3.0","100.0","18.83","8a1j1qz9","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","MRPC","3.0","100.0","16.7","phr2rzfe","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","RTE","3.0","100.0","19.68","vii6hjkr","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","MNLI","3.0","100.0","46.57","bs06xgun","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","QNLI","3.0","100.0","27.17","qyq4nfrs","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SNLI","3.0","100.0","44.3","urvwfep8","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_TC","SST2","3.0","100.0","18.18","x8vi5opn","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MRPC","3.0","100.0","16.9","xm5i8qzk","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","RTE","3.0","100.0","19.52","g5vrsu5y","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","MNLI","3.0","100.0","46.72","gvkvzlr6","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","QNLI","3.0","100.0","27.28","u35qx1lw","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_TC","SNLI","3.0","100.0","44.5","vwn055o6","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","bbh_tg_algprompt","DYCK_LANGUAGES","","30.0","20.35","k0dwswtn","AlgPrompt","False"
"StablePrompt-RAE","bbh_tg_algprompt","GENDER_INCLUSIVE_SENTENCES_GERMAN","","30.0","19.1","pkjklb65","AlgPrompt","False"
"StablePrompt-RAE","bbh_tg_algprompt","OBJECT_COUNTING","","30.0","15.87","yclxwduc","AlgPrompt","False"
"StablePrompt-RAE","bbh_tg_algprompt","OPERATORS","","30.0","20.33","4arl5ybf","AlgPrompt","False"
"StablePrompt-RAE","bbh_tg_algprompt","TENSE","","30.0","18.27","u1kfax6h","AlgPrompt","False"
"StablePrompt-RAE","bbh_tg_algprompt","WORD_SORTING","","30.0","16.2","vdf2llvt","AlgPrompt","False"
"StablePrompt-RAE","BBH","DISAMBIGUATION_QA","","30.0","6.43","wfqbue3i","AlgPrompt","False"
"StablePrompt-RAE","BBH","EPISTEMIC_REASONING","","30.0","10.45","q42fifv2","AlgPrompt","False"
"StablePrompt-RAE","BBH","HYPERBATON","","30.0","108.57","i6hktb9t","AlgPrompt","False"
"StablePrompt-RAE","BBH","DISAMBIGUATION_QA","","30.0","6.47","0d7hkfvh","AlgPrompt","False"
"StablePrompt-RAE","BBH","EPISTEMIC_REASONING","","30.0","10.53","kmw3jk3n","AlgPrompt","False"
"StablePrompt-RAE","BBH","HYPERBATON","","30.0","104.45","isr7d8uw","AlgPrompt","False"
"StablePrompt-RAE","BBH","IMPLICATURES","","30.0","6.82","a2xg42sc","AlgPrompt","False"
"StablePrompt-RAE","BBH","LOGICAL_FALLACY_DETECTION","","30.0","11.87","q24ycgvc","AlgPrompt","False"
"StablePrompt-RAE","BBH","MOVIE_RECOMMENDATION","","30.0","7.47","qjc1ycwk","AlgPrompt","False"
"StablePrompt-RAE","BBH","NAVIGATE","","30.0","8","rf8cm0z9","AlgPrompt","False"
"StablePrompt-RAE","BBH","RUIN_NAMES","","30.0","6.62","ndx3izfd","AlgPrompt","False"
"StablePrompt-RAE","BBH","SNARKS","","30.0","6.37","bnu00qe0","AlgPrompt","False"
"StablePrompt-RAE","BBH","SPORTS_UNDERSTANDING","","30.0","7.8","2jgds0lx","AlgPrompt","False"
"StablePrompt-RAE","BBH","WINOWHY","","30.0","11.95","1h2jvi7q","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ABSTRACT_ALGEBRA","","30.0","5.43","vyjkrrgm","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ANATOMY","","30.0","6.22","l3kt3owb","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ASTRONOMY","","30.0","6.72","opb2ryoe","AlgPrompt","False"
