"dataset","paper_method","gpu","seed","epochs","runtime_mins","run_id","project","run_name","raw_method","ppo_used"
"INTERNATIONAL_LAW","StablePrompt-PPO","A100","42.0","30.0","4.87","32qtllxy","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"JURISPRUDENCE","StablePrompt-PPO","A100","3.0","30.0","4.55","wdizskai","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"JURISPRUDENCE","StablePrompt-PPO","A100","42.0","30.0","4.65","w21h4c3o","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"JURISPRUDENCE","StablePrompt-PPO","A100","42.0","30.0","4.35","8fmndmr9","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"JURISPRUDENCE","StablePrompt-PPO","A100","42.0","30.0","2.68","2w2g38ng","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"JURISPRUDENCE","StablePrompt-PPO","A100","42.0","30.0","4.63","hpdb7ctj","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"LARGER_ANIMAL","StablePrompt-PPO","A100","3.0","30.0","6.52","jsvot9w1","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"LARGER_ANIMAL","StablePrompt-PPO","A100","3.0","30.0","7.87","4lkdhyn7","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"LARGER_ANIMAL","StablePrompt-PPO","A100","42.0","30.0","6.72","zbi8uyn0","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"LARGER_ANIMAL","StablePrompt-PPO","A100","6.0","100.0","36.97","gr159iws","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LARGER_ANIMAL","StablePrompt-PPO","A100","6.0","200.0","71.83","viyevmbv","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LARGER_ANIMAL","StablePrompt-PPO","A100","6.0","30.0","7","x8twx5pr","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LETTERS_LIST","StablePrompt-PPO","A100","3.0","30.0","6.57","khz29jhu","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"LETTERS_LIST","StablePrompt-PPO","A100","3.0","30.0","7.12","zfyzyskw","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"LETTERS_LIST","StablePrompt-PPO","A100","42.0","30.0","7.07","uisb947h","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"LETTERS_LIST","StablePrompt-PPO","A100","6.0","100.0","37.3","hxccbihu","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LETTERS_LIST","StablePrompt-PPO","A100","6.0","200.0","73.13","ikf6t572","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LETTERS_LIST","StablePrompt-PPO","A100","6.0","30.0","7.15","oxn8x551","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LINGUISTICS_PUZZLES","StablePrompt-PPO","A100","3.0","30.0","49.62","1ixj66ej","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"LINGUISTICS_PUZZLES","StablePrompt-PPO","A100","42.0","30.0","49.42","uyejcly5","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"LINGUISTICS_PUZZLES","StablePrompt-PPO","A100","6.0","30.0","98.12","o6uxx5nt","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"LOGICAL_FALLACIES","StablePrompt-PPO","A100","3.0","30.0","4.98","0nz326f3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"LOGICAL_FALLACIES","StablePrompt-PPO","A100","42.0","30.0","4.58","8apg1rni","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"LOGICAL_FALLACIES","StablePrompt-PPO","A100","42.0","30.0","2.78","grmj7js5","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"LOGICAL_FALLACIES","StablePrompt-PPO","A100","42.0","30.0","4.98","njl063l5","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"LOGICAL_FALLACIES","StablePrompt-PPO","A100","42.0","30.0","4.98","k92q40m1","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"LOGICAL_FALLACY_DETECTION","StablePrompt-PPO","A100","3.0","30.0","8.15","c8knpg4h","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s3","Unknown","True"
"LOGICAL_FALLACY_DETECTION","StablePrompt-PPO","A100","42.0","30.0","7.98","6abr4qgv","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s42","Unknown","True"
"LOGICAL_FALLACY_DETECTION","StablePrompt-PPO","A100","6.0","30.0","16.22","fvhnjwlj","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s6","Unknown","True"
"MACHINE_LEARNING","StablePrompt-PPO","A100","3.0","30.0","4.8","2axc9o32","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MACHINE_LEARNING","StablePrompt-PPO","A100","42.0","30.0","4.85","82mheb0z","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MACHINE_LEARNING","StablePrompt-PPO","A100","42.0","30.0","4.8","1kqdu0k5","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MACHINE_LEARNING","StablePrompt-PPO","A100","42.0","30.0","4.7","dwh50px2","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MACHINE_LEARNING","StablePrompt-PPO","A100","42.0","30.0","2.72","z1ire4ty","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MANAGEMENT","StablePrompt-PPO","A100","3.0","30.0","4.07","svbeitov","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MANAGEMENT","StablePrompt-PPO","A100","42.0","30.0","4.02","zwtskuw5","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MANAGEMENT","StablePrompt-PPO","A100","42.0","30.0","3.97","t9vsq3jl","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MANAGEMENT","StablePrompt-PPO","A100","42.0","30.0","2.4","ig31xi2o","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MANAGEMENT","StablePrompt-PPO","A100","42.0","30.0","4","ydw3i174","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MARKETING","StablePrompt-PPO","A100","3.0","30.0","5.1","lhw35t69","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MARKETING","StablePrompt-PPO","A100","42.0","30.0","4.47","lxbcv9cx","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MARKETING","StablePrompt-PPO","A100","42.0","30.0","2.78","fk0ep4ps","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MARKETING","StablePrompt-PPO","A100","42.0","30.0","4.98","p16qdbwm","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MARKETING","StablePrompt-PPO","A100","42.0","30.0","5.02","02bbvv6q","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MEDICAL_GENETICS","StablePrompt-PPO","A100","3.0","30.0","4.35","j8329onv","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MEDICAL_GENETICS","StablePrompt-PPO","A100","42.0","30.0","4.28","skpxcua3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MEDICAL_GENETICS","StablePrompt-PPO","A100","42.0","30.0","2.55","ifbq8ipn","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MEDICAL_GENETICS","StablePrompt-PPO","A100","42.0","30.0","4.45","xfl9n69v","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MEDICAL_GENETICS","StablePrompt-PPO","A100","42.0","30.0","4.45","23l1ne7a","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MISCELLANEOUS","StablePrompt-PPO","A100","3.0","30.0","7.35","s0hj16kh","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MISCELLANEOUS","StablePrompt-PPO","A100","42.0","30.0","3.78","zqxg5r5b","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MISCELLANEOUS","StablePrompt-PPO","A100","42.0","30.0","7.97","7azbkre8","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MISCELLANEOUS","StablePrompt-PPO","A100","42.0","30.0","7.87","ku2gcbxq","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MISCELLANEOUS","StablePrompt-PPO","A100","42.0","30.0","5.43","b77v1trh","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MNLI","StablePrompt-PPO","A100","","100.0","51.95","3cdsli1h","algprompt_classification_mnli","classification_mnli_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it","Unknown","True"
"MNLI","StablePrompt-PPO","A100","","100.0","76.57","ewu7nuhq","algprompt_classification_mnli","classification_mnli_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it","Unknown","True"
"MNLI","StablePrompt-PPO","A100","3.0","100.0","46.72","gvkvzlr6","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0_bs16_top5","StablePrompt-PPO(cs=0)","True"
"MNLI","StablePrompt-PPO","A100","3.0","100.0","46.57","bs06xgun","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0.1_bs16_top5","StablePrompt-PPO(cs=0.1)","True"
"MNLI","StablePrompt-PPO","A100","3.0","100.0","91.73","pmniwyrq","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO(cs=0)","True"
"MNLI","StablePrompt-PPO","A100","42.0","100.0","95.07","3srihmlk","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO(cs=0.1)","True"
"MNLI","StablePrompt-PPO","A100","42.0","100.0","92.13","jsopwo9k","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO(cs=0)","True"
"MNLI","StablePrompt-PPO","A100","666.0","100.0","98.73","3hip65ye","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s666_cs0.1_bs16_top5","StablePrompt-PPO(cs=0.1)","True"
"MNLI","StablePrompt-PPO","A100","666.0","100.0","98.93","o1f96h39","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s666","StablePrompt-PPO(cs=0)","True"
"MORAL_DISPUTES","StablePrompt-PPO","A100","3.0","30.0","5.92","grazfhwe","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MORAL_DISPUTES","StablePrompt-PPO","A100","42.0","30.0","6.07","zxuzgh7i","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MORAL_DISPUTES","StablePrompt-PPO","A100","42.0","30.0","3.2","4yngdo97","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MORAL_DISPUTES","StablePrompt-PPO","A100","42.0","30.0","6.18","e6jho9uh","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MORAL_DISPUTES","StablePrompt-PPO","A100","42.0","30.0","4.93","otmqvmjy","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MORAL_SCENARIOS","StablePrompt-PPO","A100","3.0","30.0","9.67","dm7wugct","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MORAL_SCENARIOS","StablePrompt-PPO","A100","42.0","30.0","9.87","66v4fzd3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"MORAL_SCENARIOS","StablePrompt-PPO","A100","42.0","30.0","9.8","fqd9t1o8","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"MORAL_SCENARIOS","StablePrompt-PPO","A100","42.0","30.0","6.28","jx3fnfmt","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"MORAL_SCENARIOS","StablePrompt-PPO","A100","42.0","30.0","6.47","q1iu7zyc","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"MOVIE_RECOMMENDATION","StablePrompt-PPO","A100","3.0","30.0","3.87","gvjop9gd","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s3","Unknown","True"
"MOVIE_RECOMMENDATION","StablePrompt-PPO","A100","42.0","30.0","3.83","s5irekl3","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s42","Unknown","True"
"MOVIE_RECOMMENDATION","StablePrompt-PPO","A100","6.0","30.0","7.2","zimp4cmn","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s6","Unknown","True"
"MRPC","StablePrompt-PPO","A100","","100.0","19.78","ggfk8buo","algprompt_classification_mrpc","classification_mrpc_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it","Unknown","True"
"MRPC","StablePrompt-PPO","A100","","100.0","37.47","ayrbxuao","algprompt_classification_mrpc","classification_mrpc_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it","Unknown","True"
"MRPC","StablePrompt-PPO","A100","3.0","100.0","16.7","phr2rzfe","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0.1_bs16_top5","StablePrompt-PPO(cs=0.1)","True"
"MRPC","StablePrompt-PPO","A100","3.0","100.0","16.9","xm5i8qzk","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0_bs16_top5","StablePrompt-PPO(cs=0)","True"
"MRPC","StablePrompt-PPO","A100","3.0","100.0","31.03","0rp5kbqm","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO(cs=0)","True"
"MRPC","StablePrompt-PPO","A100","42.0","100.0","31.1","cu3s286o","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO(cs=0)","True"
"MRPC","StablePrompt-PPO","A100","42.0","100.0","31.5","giznmfah","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO(cs=0.1)","True"
"MRPC","StablePrompt-PPO","A100","666.0","100.0","31.35","5r8t3kpx","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s666_cs0.1_bs16_top5","StablePrompt-PPO(cs=0.1)","True"
"MRPC","StablePrompt-PPO","A100","666.0","100.0","31.22","lu7cmpoj","GFB_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s666","StablePrompt-PPO(cs=0)","True"
"NAVIGATE","StablePrompt-PPO","A100","3.0","30.0","4.63","0z8eg3p4","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s3","Unknown","True"
"NAVIGATE","StablePrompt-PPO","A100","42.0","30.0","4.78","9aeq180t","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s42","Unknown","True"
"NAVIGATE","StablePrompt-PPO","A100","6.0","30.0","9.17","apdt56ms","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s6","Unknown","True"
"NEGATION","StablePrompt-PPO","A100","3.0","30.0","7.32","r0j4ovqn","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"NEGATION","StablePrompt-PPO","A100","3.0","30.0","6.72","u299b6hc","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"NEGATION","StablePrompt-PPO","A100","42.0","30.0","7.48","reiyf9mi","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"NEGATION","StablePrompt-PPO","A100","6.0","100.0","39.35","nebz7o1j","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"NEGATION","StablePrompt-PPO","A100","6.0","200.0","77.02","yr7zbwik","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"NEGATION","StablePrompt-PPO","A100","6.0","30.0","7.42","o4k7nzsl","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"NUM_TO_VERBAL","StablePrompt-PPO","A100","3.0","30.0","6.75","uy9vl7up","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"NUM_TO_VERBAL","StablePrompt-PPO","A100","3.0","30.0","7.05","nqa6dhgl","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"NUM_TO_VERBAL","StablePrompt-PPO","A100","42.0","30.0","6.97","xhapw4eo","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"NUM_TO_VERBAL","StablePrompt-PPO","A100","6.0","100.0","36.2","8njysxts","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"NUM_TO_VERBAL","StablePrompt-PPO","A100","6.0","200.0","70.65","adakczlb","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"NUM_TO_VERBAL","StablePrompt-PPO","A100","6.0","30.0","7.72","1v947onh","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"NUTRITION","StablePrompt-PPO","A100","3.0","30.0","5.77","xq1jij1l","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"NUTRITION","StablePrompt-PPO","A100","42.0","30.0","5.77","y9m3yt46","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"NUTRITION","StablePrompt-PPO","A100","42.0","30.0","5.68","rkuoe0t0","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"NUTRITION","StablePrompt-PPO","A100","42.0","30.0","4.78","r6posx0g","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"NUTRITION","StablePrompt-PPO","A100","42.0","30.0","3.37","uuas2h4z","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"OBJECT_COUNTING","StablePrompt-PPO","A100","3.0","30.0","24.13","aaqnezo5","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"OBJECT_COUNTING","StablePrompt-PPO","A100","42.0","30.0","22.3","9507jo8a","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"OBJECT_COUNTING","StablePrompt-PPO","A100","6.0","30.0","43.85","6pwujuxz","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"OPERATORS","StablePrompt-PPO","A100","3.0","30.0","14.88","ogf6bfgl","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"OPERATORS","StablePrompt-PPO","A100","42.0","30.0","15.28","6q2vxts4","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"OPERATORS","StablePrompt-PPO","A100","6.0","30.0","27.82","qbgo9hwi","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"ORTHOGRAPHY_STARTS_WITH","StablePrompt-PPO","A100","3.0","30.0","6.97","3jcm00fe","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"ORTHOGRAPHY_STARTS_WITH","StablePrompt-PPO","A100","3.0","30.0","7.28","a15pypf7","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"ORTHOGRAPHY_STARTS_WITH","StablePrompt-PPO","A100","42.0","30.0","7.25","uknwr52m","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"ORTHOGRAPHY_STARTS_WITH","StablePrompt-PPO","A100","6.0","100.0","39.22","13yc9cmw","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"ORTHOGRAPHY_STARTS_WITH","StablePrompt-PPO","A100","6.0","200.0","77.7","wpnikx0u","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"ORTHOGRAPHY_STARTS_WITH","StablePrompt-PPO","A100","6.0","30.0","7.33","zxw36jg3","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"PHILOSOPHY","StablePrompt-PPO","A100","3.0","30.0","5.23","yvg9z6oy","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"PHILOSOPHY","StablePrompt-PPO","A100","42.0","30.0","5.5","doe15pfm","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"PHILOSOPHY","StablePrompt-PPO","A100","42.0","30.0","4.78","lwn4g2a4","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"PHILOSOPHY","StablePrompt-PPO","A100","42.0","30.0","5.57","c3aav308","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"PHILOSOPHY","StablePrompt-PPO","A100","42.0","30.0","2.9","70ldwvn4","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"PREHISTORY","StablePrompt-PPO","A100","3.0","30.0","5.92","iqe8bpc6","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"PREHISTORY","StablePrompt-PPO","A100","42.0","30.0","5.12","uovf4si3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"PREHISTORY","StablePrompt-PPO","A100","42.0","30.0","6.62","awb0ncsp","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"PREHISTORY","StablePrompt-PPO","A100","42.0","30.0","5.87","4jurx8kz","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"PREHISTORY","StablePrompt-PPO","A100","42.0","30.0","5.95","wfxt4htr","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
